Load_Port,Item_Class,ETD_Yr,ETD_Day,ETD_Mth,ETD_Dte,ETD,ETA_Yr,ETD_Day_1,ETD_Mth_1,ETA_Dsch_Port_Dte,ETA_Dsch_Port,Sum_Shipped_Msr,Load_port_1,ETD_Dte_1,mth_ETD,ETA_Dsch_Port_Dte_1,Item_Class_1,HK_Prev_diff_ETD,HK_Prev_diff_ETA,HK_Prev_ETD,HK_Prev_ETA,HK_Next_diff_ETD,HK_Next_diff_ETA,HK_Next_ETD,HK_Next_ETA,UK_Prev_diff_ETD,UK_Prev_diff_ETA,UK_Prev_ETD,UK_Prev_ETA,UK_Next_diff_ETD,UK_Next_diff_ETA,UK_Next_ETD,UK_Next_ETA,ETD_Dte_2,Load_Port_2,Item_Class_2,prev_ETD_Dte,prev_Shipped_Msr,prev_ETD_Dte_diff,Transport_Days
CHINA - YANTIAN,B-Jeans,2016,12,12,2016-12-12,12/12/2016,2017,12,12,2017-01-05,01/05/2017,27.9,CHINA - YANTIAN,2016-12-12,12,2017-01-05,B-Jeans,-63,-87,2016-10-10,2016-10-10,13,23,2016-12-25,2017-01-28,-105,-3,2016-08-29,2017-01-02,13,99,2016-12-25,2017-04-14,2016-12-12,CHINA - YANTIAN,B-Jeans,2016-12-09,28.188,3,24
CHINA - YANTIAN,B-Jeans,2016,12,16,2016-12-16,12/16/2016,2017,12,16,2017-01-08,01/08/2017,16.33,CHINA - YANTIAN,2016-12-16,12,2017-01-08,B-Jeans,-67,-90,2016-10-10,2016-10-10,9,20,2016-12-25,2017-01-28,-109,-6,2016-08-29,2017-01-02,9,96,2016-12-25,2017-04-14,2016-12-16,CHINA - YANTIAN,B-Jeans,2016-12-12,27.9,4,23
CHINA - YANTIAN,B-Jeans,2016,12,19,2016-12-19,12/19/2016,2017,12,19,2017-01-14,01/14/2017,40.79,CHINA - YANTIAN,2016-12-19,12,2017-01-14,B-Jeans,-70,-96,2016-10-10,2016-10-10,6,14,2016-12-25,2017-01-28,-112,-12,2016-08-29,2017-01-02,6,90,2016-12-25,2017-04-14,2016-12-19,CHINA - YANTIAN,B-Jeans,2016-12-16,16.33,3,26
CHINA - YANTIAN,B-Jeans,2016,12,20,2016-12-20,12/20/2016,2017,12,20,2017-01-14,01/14/2017,19.07,CHINA - YANTIAN,2016-12-20,12,2017-01-14,B-Jeans,-71,-96,2016-10-10,2016-10-10,5,14,2016-12-25,2017-01-28,-113,-12,2016-08-29,2017-01-02,5,90,2016-12-25,2017-04-14,2016-12-20,CHINA - YANTIAN,B-Jeans,2016-12-19,40.79,1,25
CHINA - YANTIAN,B-Jeans,2016,12,23,2016-12-23,12/23/2016,2017,12,23,2017-01-15,01/15/2017,21.86,CHINA - YANTIAN,2016-12-23,12,2017-01-15,B-Jeans,-74,-97,2016-10-10,2016-10-10,2,13,2016-12-25,2017-01-28,-116,-13,2016-08-29,2017-01-02,2,89,2016-12-25,2017-04-14,2016-12-23,CHINA - YANTIAN,B-Jeans,2016-12-20,19.07,3,23
CHINA - YANTIAN,B-Jeans,2016,12,25,2016-12-25,12/25/2016,2017,12,25,2017-01-19,01/19/2017,12.59,CHINA - YANTIAN,2016-12-25,12,2017-01-19,B-Jeans,0,-25,2016-12-25,2016-12-25,1,9,2016-12-26,2017-01-28,0,-17,2016-12-25,2017-01-02,1,85,2016-12-26,2017-04-14,2016-12-25,CHINA - YANTIAN,B-Jeans,2016-12-23,21.86,2,25
CHINA - YANTIAN,B-Jeans,2016,12,26,2016-12-26,12/26/2016,2017,12,26,2017-01-19,01/19/2017,7.67,CHINA - YANTIAN,2016-12-26,12,2017-01-19,B-Jeans,0,-24,2016-12-26,2016-12-26,1,9,2016-12-27,2017-01-28,0,-17,2016-12-26,2017-01-02,1,85,2016-12-27,2017-04-14,2016-12-26,CHINA - YANTIAN,B-Jeans,2016-12-25,12.59,1,24
CHINA - YANTIAN,B-Jeans,2016,12,30,2016-12-30,12/30/2016,2017,12,30,2017-01-22,01/22/2017,18.198,CHINA - YANTIAN,2016-12-30,12,2017-01-22,B-Jeans,-3,-26,2016-12-27,2016-12-27,2,6,2017-01-01,2017-01-28,-3,-20,2016-12-27,2017-01-02,2,82,2017-01-01,2017-04-14,2016-12-30,CHINA - YANTIAN,B-Jeans,2016-12-26,7.67,4,23
CHINA - YANTIAN,C-Trousers,2017,1,2,2017-01-02,01/02/2017,2017,1,2,2017-02-01,02/01/2017,4.35,CHINA - YANTIAN,2017-01-02,1,2017-02-01,C-Trousers,0,-30,2017-01-02,2017-01-02,26,62,2017-01-28,2017-04-04,0,-30,2017-01-02,2017-01-02,102,72,2017-04-14,2017-04-14,2017-01-02,CHINA - YANTIAN,C-Trousers,2016-12-12,9.1,21,30
CHINA - YANTIAN,C-Trousers,2017,1,16,2017-01-16,01/16/2017,2017,1,16,2017-02-15,02/15/2017,1.42,CHINA - YANTIAN,2017-01-16,1,2017-02-15,C-Trousers,-14,-44,2017-01-02,2017-01-02,12,48,2017-01-28,2017-04-04,-14,-44,2017-01-02,2017-01-02,88,58,2017-04-14,2017-04-14,2017-01-16,CHINA - YANTIAN,C-Trousers,2017-01-02,4.35,14,30
CHINA - YANTIAN,C-Trousers,2017,1,29,2017-01-29,01/29/2017,2017,1,29,2017-03-12,03/12/2017,2.418,CHINA - YANTIAN,2017-01-29,1,2017-03-12,C-Trousers,0,-42,2017-01-29,2017-01-29,1,23,2017-01-30,2017-04-04,-27,-69,2017-01-02,2017-01-02,75,33,2017-04-14,2017-04-14,2017-01-29,CHINA - YANTIAN,C-Trousers,2017-01-16,1.42,13,42
CHINA - YANTIAN,C-Trousers,2016,4,5,2016-04-05,04/05/2016,2016,4,5,2016-04-27,04/27/2016,2.12,CHINA - YANTIAN,2016-04-05,4,2016-04-27,C-Trousers,-1,-23,2016-04-04,2016-04-04,26,4,2016-05-01,2016-05-01,-8,-30,2016-03-28,2016-03-28,27,5,2016-05-02,2016-05-02,,,,,,,22
CHINA - YANTIAN,C-Trousers,2016,4,12,2016-04-12,04/12/2016,2016,4,12,2016-05-04,05/04/2016,5.15,CHINA - YANTIAN,2016-04-12,4,2016-05-04,C-Trousers,-8,-30,2016-04-04,2016-04-04,19,10,2016-05-01,2016-05-14,-15,-2,2016-03-28,2016-05-02,20,26,2016-05-02,2016-05-30,2016-04-12,CHINA - YANTIAN,C-Trousers,2016-04-05,2.12,7,22
CHINA - YANTIAN,C-Trousers,2016,5,19,2016-05-19,05/19/2016,2016,5,19,2016-06-12,06/12/2016,42.64,CHINA - YANTIAN,2016-05-19,5,2016-06-12,C-Trousers,-5,-29,2016-05-14,2016-05-14,21,19,2016-06-09,2016-07-01,-17,-13,2016-05-02,2016-05-30,11,78,2016-05-30,2016-08-29,2016-05-19,CHINA - YANTIAN,C-Trousers,2016-04-12,5.15,37,24
CHINA - YANTIAN,C-Trousers,2016,6,3,2016-06-03,06/03/2016,2016,6,3,2016-06-28,06/28/2016,6.85,CHINA - YANTIAN,2016-06-03,6,2016-06-28,C-Trousers,-20,-45,2016-05-14,2016-05-14,6,3,2016-06-09,2016-07-01,-4,-29,2016-05-30,2016-05-30,87,62,2016-08-29,2016-08-29,2016-06-03,CHINA - YANTIAN,C-Trousers,2016-05-19,42.64,15,25
CHINA - YANTIAN,C-Trousers,2016,8,7,2016-08-07,08/07/2016,2016,8,7,2016-08-31,08/31/2016,13.42,CHINA - YANTIAN,2016-08-07,8,2016-08-31,C-Trousers,-37,-61,2016-07-01,2016-07-01,40,16,2016-09-16,2016-09-16,-69,-2,2016-05-30,2016-08-29,22,116,2016-08-29,2016-12-25,2016-08-07,CHINA - YANTIAN,C-Trousers,2016-06-03,6.85,65,24
CHINA - YANTIAN,C-Trousers,2016,8,25,2016-08-25,08/25/2016,2016,8,25,2016-09-18,09/18/2016,18.75,CHINA - YANTIAN,2016-08-25,8,2016-09-18,C-Trousers,-55,-79,2016-07-01,2016-07-01,22,13,2016-09-16,2016-10-01,-87,-20,2016-05-30,2016-08-29,4,98,2016-08-29,2016-12-25,2016-08-25,CHINA - YANTIAN,C-Trousers,2016-08-07,13.42,18,24
CHINA - YANTIAN,C-Trousers,2016,9,23,2016-09-23,09/23/2016,2016,9,23,2016-10-17,10/17/2016,10.79,CHINA - YANTIAN,2016-09-23,9,2016-10-17,C-Trousers,-7,-31,2016-09-16,2016-09-16,8,69,2016-10-01,2016-12-25,-25,-49,2016-08-29,2016-08-29,93,69,2016-12-25,2016-12-25,2016-09-23,CHINA - YANTIAN,C-Trousers,2016-08-25,18.75,29,24
CHINA - YANTIAN,C-Trousers,2016,11,21,2016-11-21,11/21/2016,2016,11,21,2016-12-18,12/18/2016,2.36,CHINA - YANTIAN,2016-11-21,11,2016-12-18,C-Trousers,-42,-69,2016-10-10,2016-10-10,34,7,2016-12-25,2016-12-25,-84,-111,2016-08-29,2016-08-29,34,7,2016-12-25,2016-12-25,2016-11-21,CHINA - YANTIAN,C-Trousers,2016-09-23,10.79,59,27
CHINA - YANTIAN,C-Trousers,2016,12,2,2016-12-02,12/02/2016,2016,12,2,2016-12-25,12/25/2016,11.53,CHINA - YANTIAN,2016-12-02,12,2016-12-25,C-Trousers,-53,-76,2016-10-10,2016-10-10,23,1,2016-12-25,2016-12-26,-95,0,2016-08-29,2016-12-25,23,1,2016-12-25,2016-12-26,2016-12-02,CHINA - YANTIAN,C-Trousers,2016-11-21,2.36,11,23
CHINA - YANTIAN,C-Trousers,2016,12,5,2016-12-05,12/05/2016,2016,12,5,2016-12-29,12/29/2016,55,CHINA - YANTIAN,2016-12-05,12,2016-12-29,C-Trousers,-56,-80,2016-10-10,2016-10-10,20,3,2016-12-25,2017-01-01,-98,-2,2016-08-29,2016-12-27,20,3,2016-12-25,2017-01-01,2016-12-05,CHINA - YANTIAN,C-Trousers,2016-12-02,11.53,3,24
CHINA - YANTIAN,C-Trousers,2016,12,12,2016-12-12,12/12/2016,2017,12,12,2017-01-05,01/05/2017,9.1,CHINA - YANTIAN,2016-12-12,12,2017-01-05,C-Trousers,-63,-87,2016-10-10,2016-10-10,13,23,2016-12-25,2017-01-28,-105,-3,2016-08-29,2017-01-02,13,99,2016-12-25,2017-04-14,2016-12-12,CHINA - YANTIAN,C-Trousers,2016-12-05,55,7,24
CHINA - YANTIAN,D-Jackets,2017,1,2,2017-01-02,01/02/2017,2017,1,2,2017-02-01,02/01/2017,19.83,CHINA - YANTIAN,2017-01-02,1,2017-02-01,D-Jackets,0,-30,2017-01-02,2017-01-02,26,62,2017-01-28,2017-04-04,0,-30,2017-01-02,2017-01-02,102,72,2017-04-14,2017-04-14,2017-01-02,CHINA - YANTIAN,D-Jackets,2016-12-12,30.18,21,30
CHINA - YANTIAN,D-Jackets,2017,1,13,2017-01-13,01/13/2017,2017,1,13,2017-02-08,02/08/2017,12.36,CHINA - YANTIAN,2017-01-13,1,2017-02-08,D-Jackets,-11,-37,2017-01-02,2017-01-02,15,55,2017-01-28,2017-04-04,-11,-37,2017-01-02,2017-01-02,91,65,2017-04-14,2017-04-14,2017-01-13,CHINA - YANTIAN,D-Jackets,2017-01-02,19.83,11,26
CHINA - YANTIAN,D-Jackets,2017,3,6,2017-03-06,03/06/2017,2017,3,6,2017-03-30,03/30/2017,35.6,CHINA - YANTIAN,2017-03-06,3,2017-03-30,D-Jackets,-34,-58,2017-01-31,2017-01-31,29,5,2017-04-04,2017-04-04,-63,-87,2017-01-02,2017-01-02,39,15,2017-04-14,2017-04-14,2017-03-06,CHINA - YANTIAN,D-Jackets,2017-01-13,12.36,52,24
CHINA - YANTIAN,D-Jackets,2016,9,2,2016-09-02,09/02/2016,2016,9,2,2016-09-25,09/25/2016,3.43,CHINA - YANTIAN,2016-09-02,9,2016-09-25,D-Jackets,-63,-86,2016-07-01,2016-07-01,14,6,2016-09-16,2016-10-01,-4,-27,2016-08-29,2016-08-29,114,91,2016-12-25,2016-12-25,,,,,,,23
CHINA - YANTIAN,D-Jackets,2016,12,12,2016-12-12,12/12/2016,2017,12,12,2017-01-05,01/05/2017,30.18,CHINA - YANTIAN,2016-12-12,12,2017-01-05,D-Jackets,-63,-87,2016-10-10,2016-10-10,13,23,2016-12-25,2017-01-28,-105,-3,2016-08-29,2017-01-02,13,99,2016-12-25,2017-04-14,2016-12-12,CHINA - YANTIAN,D-Jackets,2016-09-02,3.43,101,24
CHINA - YANTIAN,F-Sweatshirts,2017,1,30,2017-01-30,01/30/2017,2017,1,30,2017-03-02,03/02/2017,2.2,CHINA - YANTIAN,2017-01-30,1,2017-03-02,F-Sweatshirts,0,-31,2017-01-30,2017-01-30,1,33,2017-01-31,2017-04-04,-28,-59,2017-01-02,2017-01-02,74,43,2017-04-14,2017-04-14,,,,,,,31
CHINA - YANTIAN,I-Knitwear,2017,1,2,2017-01-02,01/02/2017,2017,1,2,2017-02-01,02/01/2017,4.53,CHINA - YANTIAN,2017-01-02,1,2017-02-01,I-Knitwear,0,-30,2017-01-02,2017-01-02,26,62,2017-01-28,2017-04-04,0,-30,2017-01-02,2017-01-02,102,72,2017-04-14,2017-04-14,2017-01-02,CHINA - YANTIAN,I-Knitwear,2016-12-26,8.26,7,30
CHINA - YANTIAN,I-Knitwear,2017,1,9,2017-01-09,01/09/2017,2017,1,9,2017-02-08,02/08/2017,13.35,CHINA - YANTIAN,2017-01-09,1,2017-02-08,I-Knitwear,-7,-37,2017-01-02,2017-01-02,19,55,2017-01-28,2017-04-04,-7,-37,2017-01-02,2017-01-02,95,65,2017-04-14,2017-04-14,2017-01-09,CHINA - YANTIAN,I-Knitwear,2017-01-02,4.53,7,30
CHINA - YANTIAN,I-Knitwear,2017,1,16,2017-01-16,01/16/2017,2017,1,16,2017-02-15,02/15/2017,9.82,CHINA - YANTIAN,2017-01-16,1,2017-02-15,I-Knitwear,-14,-44,2017-01-02,2017-01-02,12,48,2017-01-28,2017-04-04,-14,-44,2017-01-02,2017-01-02,88,58,2017-04-14,2017-04-14,2017-01-16,CHINA - YANTIAN,I-Knitwear,2017-01-09,13.35,7,30
CHINA - YANTIAN,I-Knitwear,2017,1,23,2017-01-23,01/23/2017,2017,1,23,2017-02-25,02/25/2017,85.38,CHINA - YANTIAN,2017-01-23,1,2017-02-25,I-Knitwear,-21,-54,2017-01-02,2017-01-02,5,38,2017-01-28,2017-04-04,-21,-54,2017-01-02,2017-01-02,81,48,2017-04-14,2017-04-14,2017-01-23,CHINA - YANTIAN,I-Knitwear,2017-01-16,9.82,7,33
CHINA - YANTIAN,I-Knitwear,2017,1,29,2017-01-29,01/29/2017,2017,1,29,2017-03-12,03/12/2017,44,CHINA - YANTIAN,2017-01-29,1,2017-03-12,I-Knitwear,0,-42,2017-01-29,2017-01-29,1,23,2017-01-30,2017-04-04,-27,-69,2017-01-02,2017-01-02,75,33,2017-04-14,2017-04-14,2017-01-29,CHINA - YANTIAN,I-Knitwear,2017-01-23,85.38,6,42
CHINA - YANTIAN,I-Knitwear,2017,1,30,2017-01-30,01/30/2017,2017,1,30,2017-03-02,03/02/2017,24.94,CHINA - YANTIAN,2017-01-30,1,2017-03-02,I-Knitwear,0,-31,2017-01-30,2017-01-30,1,33,2017-01-31,2017-04-04,-28,-59,2017-01-02,2017-01-02,74,43,2017-04-14,2017-04-14,2017-01-30,CHINA - YANTIAN,I-Knitwear,2017-01-29,44,1,31
CHINA - YANTIAN,I-Knitwear,2017,3,14,2017-03-14,03/14/2017,2017,3,14,2017-04-10,04/10/2017,1.2,CHINA - YANTIAN,2017-03-14,3,2017-04-10,I-Knitwear,-42,-69,2017-01-31,2017-01-31,21,4,2017-04-04,2017-04-14,-71,-98,2017-01-02,2017-01-02,31,4,2017-04-14,2017-04-14,2017-03-14,CHINA - YANTIAN,I-Knitwear,2017-01-30,24.94,43,27
CHINA - YANTIAN,I-Knitwear,2016,3,30,2016-03-30,03/30/2016,2016,3,30,2016-04-20,04/20/2016,20.61,CHINA - YANTIAN,2016-03-30,3,2016-04-20,I-Knitwear,-2,-23,2016-03-28,2016-03-28,5,11,2016-04-04,2016-05-01,-2,-23,2016-03-28,2016-03-28,33,12,2016-05-02,2016-05-02,,,,,,,21
CHINA - YANTIAN,I-Knitwear,2016,4,26,2016-04-26,04/26/2016,2016,4,26,2016-05-19,05/19/2016,39.61,CHINA - YANTIAN,2016-04-26,4,2016-05-19,I-Knitwear,-22,-45,2016-04-04,2016-04-04,5,21,2016-05-01,2016-06-09,-29,-17,2016-03-28,2016-05-02,6,11,2016-05-02,2016-05-30,2016-04-26,CHINA - YANTIAN,I-Knitwear,2016-03-30,20.61,27,23
CHINA - YANTIAN,I-Knitwear,2016,5,8,2016-05-08,05/08/2016,2016,5,8,2016-06-01,06/01/2016,23.93,CHINA - YANTIAN,2016-05-08,5,2016-06-01,I-Knitwear,-6,-30,2016-05-02,2016-05-02,6,8,2016-05-14,2016-06-09,-6,-2,2016-05-02,2016-05-30,22,89,2016-05-30,2016-08-29,2016-05-08,CHINA - YANTIAN,I-Knitwear,2016-04-26,39.61,12,24
CHINA - YANTIAN,I-Knitwear,2016,5,19,2016-05-19,05/19/2016,2016,5,19,2016-06-12,06/12/2016,16.76,CHINA - YANTIAN,2016-05-19,5,2016-06-12,I-Knitwear,-5,-29,2016-05-14,2016-05-14,21,19,2016-06-09,2016-07-01,-17,-13,2016-05-02,2016-05-30,11,78,2016-05-30,2016-08-29,2016-05-19,CHINA - YANTIAN,I-Knitwear,2016-05-08,23.93,11,24
CHINA - YANTIAN,I-Knitwear,2016,5,26,2016-05-26,05/26/2016,2016,5,26,2016-06-19,06/19/2016,16.4,CHINA - YANTIAN,2016-05-26,5,2016-06-19,I-Knitwear,-12,-36,2016-05-14,2016-05-14,14,12,2016-06-09,2016-07-01,-24,-20,2016-05-02,2016-05-30,4,71,2016-05-30,2016-08-29,2016-05-26,CHINA - YANTIAN,I-Knitwear,2016-05-19,16.76,7,24
CHINA - YANTIAN,I-Knitwear,2016,6,6,2016-06-06,06/06/2016,2016,6,6,2016-07-01,07/01/2016,19.24,CHINA - YANTIAN,2016-06-06,6,2016-07-01,I-Knitwear,-23,-48,2016-05-14,2016-05-14,3,77,2016-06-09,2016-09-16,-7,-32,2016-05-30,2016-05-30,84,59,2016-08-29,2016-08-29,2016-06-06,CHINA - YANTIAN,I-Knitwear,2016-05-26,16.4,11,25
CHINA - YANTIAN,I-Knitwear,2016,6,13,2016-06-13,06/13/2016,2016,6,13,2016-07-07,07/07/2016,34.06,CHINA - YANTIAN,2016-06-13,6,2016-07-07,I-Knitwear,-4,-28,2016-06-09,2016-06-09,18,71,2016-07-01,2016-09-16,-14,-38,2016-05-30,2016-05-30,77,53,2016-08-29,2016-08-29,2016-06-13,CHINA - YANTIAN,I-Knitwear,2016-06-06,19.24,7,24
CHINA - YANTIAN,I-Knitwear,2016,6,20,2016-06-20,06/20/2016,2016,6,20,2016-07-14,07/14/2016,22.47,CHINA - YANTIAN,2016-06-20,6,2016-07-14,I-Knitwear,-11,-35,2016-06-09,2016-06-09,11,64,2016-07-01,2016-09-16,-21,-45,2016-05-30,2016-05-30,70,46,2016-08-29,2016-08-29,2016-06-20,CHINA - YANTIAN,I-Knitwear,2016-06-13,34.06,7,24
CHINA - YANTIAN,I-Knitwear,2016,6,30,2016-06-30,06/30/2016,2016,6,30,2016-07-24,07/24/2016,121.95,CHINA - YANTIAN,2016-06-30,6,2016-07-24,I-Knitwear,-21,-45,2016-06-09,2016-06-09,1,54,2016-07-01,2016-09-16,-31,-55,2016-05-30,2016-05-30,60,36,2016-08-29,2016-08-29,2016-06-30,CHINA - YANTIAN,I-Knitwear,2016-06-20,22.47,10,24
CHINA - YANTIAN,I-Knitwear,2016,6,30,2016-06-30,06/30/2016,2016,6,30,2016-07-26,07/26/2016,192.21,CHINA - YANTIAN,2016-06-30,6,2016-07-24,I-Knitwear,-21,-45,2016-06-09,2016-06-09,1,54,2016-07-01,2016-09-16,-31,-55,2016-05-30,2016-05-30,60,36,2016-08-29,2016-08-29,2016-06-30,CHINA - YANTIAN,I-Knitwear,2016-06-20,22.47,10,26
CHINA - YANTIAN,I-Knitwear,2016,7,4,2016-07-04,07/04/2016,2016,7,4,2016-07-28,07/28/2016,51.52,CHINA - YANTIAN,2016-07-04,7,2016-07-28,I-Knitwear,-3,-27,2016-07-01,2016-07-01,74,50,2016-09-16,2016-09-16,-35,-59,2016-05-30,2016-05-30,56,32,2016-08-29,2016-08-29,2016-07-04,CHINA - YANTIAN,I-Knitwear,2016-06-30,192.21,4,24
CHINA - YANTIAN,I-Knitwear,2016,7,4,2016-07-04,07/04/2016,2016,7,4,2016-07-28,07/28/2016,51.52,CHINA - YANTIAN,2016-07-04,7,2016-07-28,I-Knitwear,-3,-27,2016-07-01,2016-07-01,74,50,2016-09-16,2016-09-16,-35,-59,2016-05-30,2016-05-30,56,32,2016-08-29,2016-08-29,2016-07-04,CHINA - YANTIAN,I-Knitwear,2016-06-30,121.95,4,24
CHINA - YANTIAN,I-Knitwear,2016,7,7,2016-07-07,07/07/2016,2016,7,7,2016-08-02,08/02/2016,65.08,CHINA - YANTIAN,2016-07-07,7,2016-08-02,I-Knitwear,-6,-32,2016-07-01,2016-07-01,71,45,2016-09-16,2016-09-16,-38,-64,2016-05-30,2016-05-30,53,27,2016-08-29,2016-08-29,2016-07-07,CHINA - YANTIAN,I-Knitwear,2016-07-04,51.52,3,26
CHINA - YANTIAN,I-Knitwear,2016,7,9,2016-07-09,07/09/2016,2016,7,9,2016-08-02,08/02/2016,64.1,CHINA - YANTIAN,2016-07-09,7,2016-08-02,I-Knitwear,-8,-32,2016-07-01,2016-07-01,69,45,2016-09-16,2016-09-16,-40,-64,2016-05-30,2016-05-30,51,27,2016-08-29,2016-08-29,2016-07-09,CHINA - YANTIAN,I-Knitwear,2016-07-07,65.08,2,24
CHINA - YANTIAN,I-Knitwear,2016,7,11,2016-07-11,07/11/2016,2016,7,11,2016-08-02,08/02/2016,65.15,CHINA - YANTIAN,2016-07-11,7,2016-08-02,I-Knitwear,-10,-32,2016-07-01,2016-07-01,67,45,2016-09-16,2016-09-16,-42,-64,2016-05-30,2016-05-30,49,27,2016-08-29,2016-08-29,2016-07-11,CHINA - YANTIAN,I-Knitwear,2016-07-09,64.1,2,22
CHINA - YANTIAN,I-Knitwear,2016,7,14,2016-07-14,07/14/2016,2016,7,14,2016-08-10,08/10/2016,202.6,CHINA - YANTIAN,2016-07-14,7,2016-08-10,I-Knitwear,-13,-40,2016-07-01,2016-07-01,64,37,2016-09-16,2016-09-16,-45,-72,2016-05-30,2016-05-30,46,19,2016-08-29,2016-08-29,2016-07-14,CHINA - YANTIAN,I-Knitwear,2016-07-11,65.15,3,27
CHINA - YANTIAN,I-Knitwear,2016,7,14,2016-07-14,07/14/2016,2016,7,14,2016-08-07,08/07/2016,53.67,CHINA - YANTIAN,2016-07-14,7,2016-08-10,I-Knitwear,-13,-40,2016-07-01,2016-07-01,64,37,2016-09-16,2016-09-16,-45,-72,2016-05-30,2016-05-30,46,19,2016-08-29,2016-08-29,2016-07-14,CHINA - YANTIAN,I-Knitwear,2016-07-11,65.15,3,24
CHINA - YANTIAN,I-Knitwear,2016,7,18,2016-07-18,07/18/2016,2016,7,18,2016-08-10,08/10/2016,244.86,CHINA - YANTIAN,2016-07-18,7,2016-08-10,I-Knitwear,-17,-40,2016-07-01,2016-07-01,60,37,2016-09-16,2016-09-16,-49,-72,2016-05-30,2016-05-30,42,19,2016-08-29,2016-08-29,2016-07-18,CHINA - YANTIAN,I-Knitwear,2016-07-14,53.67,4,23
CHINA - YANTIAN,I-Knitwear,2016,7,18,2016-07-18,07/18/2016,2016,7,18,2016-08-10,08/10/2016,244.86,CHINA - YANTIAN,2016-07-18,7,2016-08-10,I-Knitwear,-17,-40,2016-07-01,2016-07-01,60,37,2016-09-16,2016-09-16,-49,-72,2016-05-30,2016-05-30,42,19,2016-08-29,2016-08-29,2016-07-18,CHINA - YANTIAN,I-Knitwear,2016-07-14,202.6,4,23
CHINA - YANTIAN,I-Knitwear,2016,7,22,2016-07-22,07/22/2016,2016,7,22,2016-08-14,08/14/2016,101.98,CHINA - YANTIAN,2016-07-22,7,2016-08-14,I-Knitwear,-21,-44,2016-07-01,2016-07-01,56,33,2016-09-16,2016-09-16,-53,-76,2016-05-30,2016-05-30,38,15,2016-08-29,2016-08-29,2016-07-22,CHINA - YANTIAN,I-Knitwear,2016-07-18,244.86,4,23
CHINA - YANTIAN,I-Knitwear,2016,7,29,2016-07-29,07/29/2016,2016,7,29,2016-08-22,08/22/2016,123.05,CHINA - YANTIAN,2016-07-29,7,2016-08-22,I-Knitwear,-28,-52,2016-07-01,2016-07-01,49,25,2016-09-16,2016-09-16,-60,-84,2016-05-30,2016-05-30,31,7,2016-08-29,2016-08-29,2016-07-29,CHINA - YANTIAN,I-Knitwear,2016-07-22,101.98,7,24
CHINA - YANTIAN,I-Knitwear,2016,8,2,2016-08-02,08/02/2016,2016,8,2,2016-08-25,08/25/2016,79.09,CHINA - YANTIAN,2016-08-02,8,2016-08-25,I-Knitwear,-32,-55,2016-07-01,2016-07-01,45,22,2016-09-16,2016-09-16,-64,-87,2016-05-30,2016-05-30,27,4,2016-08-29,2016-08-29,2016-08-02,CHINA - YANTIAN,I-Knitwear,2016-07-29,123.05,4,23
CHINA - YANTIAN,I-Knitwear,2016,8,7,2016-08-07,08/07/2016,2016,8,7,2016-08-31,08/31/2016,9.87,CHINA - YANTIAN,2016-08-07,8,2016-08-31,I-Knitwear,-37,-61,2016-07-01,2016-07-01,40,16,2016-09-16,2016-09-16,-69,-2,2016-05-30,2016-08-29,22,116,2016-08-29,2016-12-25,2016-08-07,CHINA - YANTIAN,I-Knitwear,2016-08-02,79.09,5,24
CHINA - YANTIAN,I-Knitwear,2016,8,11,2016-08-11,08/11/2016,2016,8,11,2016-09-04,09/04/2016,12.06,CHINA - YANTIAN,2016-08-11,8,2016-09-04,I-Knitwear,-41,-65,2016-07-01,2016-07-01,36,12,2016-09-16,2016-09-16,-73,-6,2016-05-30,2016-08-29,18,112,2016-08-29,2016-12-25,2016-08-11,CHINA - YANTIAN,I-Knitwear,2016-08-07,9.87,4,24
CHINA - YANTIAN,I-Knitwear,2016,8,21,2016-08-21,08/21/2016,2016,8,21,2016-09-14,09/14/2016,156.98,CHINA - YANTIAN,2016-08-21,8,2016-09-14,I-Knitwear,-51,-75,2016-07-01,2016-07-01,26,2,2016-09-16,2016-09-16,-83,-16,2016-05-30,2016-08-29,8,102,2016-08-29,2016-12-25,2016-08-21,CHINA - YANTIAN,I-Knitwear,2016-08-11,12.06,10,24
CHINA - YANTIAN,I-Knitwear,2016,8,25,2016-08-25,08/25/2016,2016,8,25,2016-09-18,09/18/2016,12.85,CHINA - YANTIAN,2016-08-25,8,2016-09-18,I-Knitwear,-55,-79,2016-07-01,2016-07-01,22,13,2016-09-16,2016-10-01,-87,-20,2016-05-30,2016-08-29,4,98,2016-08-29,2016-12-25,2016-08-25,CHINA - YANTIAN,I-Knitwear,2016-08-21,156.98,4,24
CHINA - YANTIAN,I-Knitwear,2016,8,31,2016-08-31,08/31/2016,2016,8,31,2016-09-21,09/21/2016,80.95,CHINA - YANTIAN,2016-08-31,8,2016-09-21,I-Knitwear,-61,-82,2016-07-01,2016-07-01,16,10,2016-09-16,2016-10-01,-2,-23,2016-08-29,2016-08-29,116,95,2016-12-25,2016-12-25,2016-08-31,CHINA - YANTIAN,I-Knitwear,2016-08-25,12.85,6,21
